input,label,split
train_150826,0,train
train_150827,0,train
train_150828,0,train
train_150829,0,train
train_150830,0,train
train_150831,0,train
train_150832,0,train
train_150833,0,train
train_150834,0,train
train_150835,0,train
train_150836,0,train
train_150837,0,train
train_150838,0,train
train_150839,0,train
train_15084,0,train
train_150840,0,train
train_150841,0,train
train_150842,0,train
train_150843,0,train
train_150844,0,train
train_150845,0,train
train_150846,0,train
train_150847,0,train
train_150848,0,train
train_150849,0,train
train_15085,0,train
train_150850,0,train
train_150851,0,train
train_150852,0,train
train_150853,0,train
train_150854,0,train
train_150855,0,train
train_150856,0,train
train_150857,0,train
train_150858,0,train
train_150859,0,train
train_150860,0,train
train_150861,0,train
train_150862,0,train
train_150863,0,train
train_150864,0,train
train_150865,0,train
train_150866,0,train
train_150867,0,train
train_150868,0,train
train_150869,0,train
train_150870,0,train
train_150871,0,train
train_150872,0,train
train_150873,0,train
train_150874,0,train
train_150875,0,train
train_150876,0,train
train_150877,0,train
train_150878,0,train
train_150879,0,train
train_15088,0,train
train_150880,0,train
train_150881,0,train
train_150882,0,train
train_150883,0,train
train_150884,0,train
train_150885,0,train
train_150886,0,train
train_150887,0,train
train_150888,0,train
train_150889,0,train
train_150890,0,train
train_150891,0,train
train_150892,0,train
train_150893,0,train
train_150894,0,train
train_150895,0,train
train_150896,0,train
train_150897,0,train
train_150898,0,train
train_150899,0,train
train_1509,0,train
train_150900,0,train
train_150901,0,train
train_150902,0,train
train_150903,0,train
train_150904,0,train
train_150905,0,train
train_150906,0,train
train_150907,0,train
train_150908,0,train
train_150909,0,train
train_150910,0,train
train_150911,0,train
train_150912,0,train
train_150913,0,train
train_150914,0,train
train_150915,0,train
train_150916,0,train
train_150917,0,train
train_150918,0,train
train_150919,0,train
train_15092,0,train
train_150920,0,train
train_150921,0,train
train_150922,0,train
train_150923,0,train
train_150924,0,train
train_150925,0,train
train_150926,0,train
train_150927,0,train
train_150928,0,train
train_150929,0,train
train_150930,0,train
train_150931,0,train
train_150932,0,train
train_150933,0,train
train_150934,0,train
train_150935,0,train
train_150936,0,train
train_150937,0,train
train_150938,0,train
train_150939,0,train
train_15094,0,train
train_150940,0,train
train_150941,0,train
train_150942,0,train
train_150943,0,train
train_150944,0,train
train_150945,0,train
train_150946,0,train
train_150947,0,train
train_150948,0,train
train_150949,0,train
train_15095,0,train
train_150950,0,train
train_150951,0,train
train_150952,0,train
train_150953,0,train
train_150954,0,train
train_150955,0,train
train_150956,0,train
train_150957,0,train
train_150958,0,train
train_150959,0,train
train_150960,0,train
train_150961,0,train
train_150962,0,train
train_150963,0,train
train_150964,0,train
train_150965,0,train
train_150966,0,train
train_150967,0,train
train_150968,0,train
train_150969,0,train
train_150970,0,train
train_150971,0,train
train_150972,0,train
train_150973,0,train
train_150974,0,train
train_150975,0,train
train_150976,0,train
train_150977,0,train
train_150978,0,train
train_150979,0,train
train_150980,0,train
train_150981,0,train
train_150982,0,train
train_150983,0,train
train_150984,0,train
train_150985,0,train
train_150986,0,train
train_150987,0,train
train_150988,0,train
train_150989,0,train
train_150990,0,train
train_150991,0,train
train_150992,0,train
train_150993,0,train
train_150994,0,train
train_150996,0,train
train_150997,0,train
train_150999,0,train
train_1510,0,train
train_151000,0,train
train_151001,0,train
train_151002,0,train
train_151003,0,train
train_151004,0,train
train_151005,0,train
train_151006,0,train
train_151008,0,train
train_151009,0,train
train_15101,0,train
train_151010,0,train
train_151012,0,train
train_151014,0,train
train_151016,0,train
train_151017,0,train
train_151019,0,train
train_151020,0,train
train_151024,0,train
train_151025,0,train
train_15103,0,train
train_151030,0,train
train_151031,0,train
train_151034,0,train
train_15104,0,train
train_151043,0,train
train_151050,0,train
train_151051,0,train
train_151056,0,train
train_151057,0,train
train_15106,0,train
train_151061,0,train
train_151064,0,train
train_151077,0,train
train_15109,0,train
train_1511,0,train
train_151136,0,train
train_15116,0,train
train_15126,0,train
train_151267,0,train
train_151271,0,train
train_151276,0,train
train_15128,0,train
train_151281,0,train
train_151288,0,train
train_15129,0,train
train_151294,0,train
train_151296,0,train
train_1513,0,train
train_151301,0,train
train_151304,0,train
train_151308,0,train
train_15131,0,train
train_151315,0,train
train_151318,0,train
train_151322,0,train
train_151323,0,train
train_151324,0,train
train_151326,0,train
train_151327,0,train
train_151329,0,train
train_15133,0,train
train_151330,0,train
train_151333,0,train
train_151335,0,train
train_151338,0,train
train_151340,0,train
train_151345,0,train
train_151346,0,train
train_151348,0,train
train_151349,0,train
train_151350,0,train
train_151351,0,train
train_151352,0,train
train_151353,0,train
train_151354,0,train
train_151355,0,train
train_151357,0,train
train_151358,0,train
train_151361,0,train
train_151362,0,train
train_151363,0,train
train_151364,0,train
train_151365,0,train
train_151366,0,train
train_151367,0,train
train_151368,0,train
train_151369,0,train
train_151370,0,train
train_151371,0,train
train_151372,0,train
train_151373,0,train
train_151374,0,train
train_151375,0,train
train_151376,0,train
train_151377,0,train
train_151378,0,train
train_151379,0,train
train_151380,0,train
train_151381,0,train
train_151382,0,train
train_151383,0,train
train_151384,0,train
train_151385,0,train
train_151386,0,train
train_151387,0,train
train_151388,0,train
train_151389,0,train
train_151390,0,train
train_151391,0,train
train_151392,0,train
train_151393,0,train
train_151394,0,train
train_151395,0,train
train_151396,0,train
train_151397,0,train
train_151398,0,train
train_151399,0,train
train_1514,0,train
train_151400,0,train
train_151401,0,train
train_151402,0,train
train_151403,0,train
train_151404,0,train
train_151405,0,train
train_151406,0,train
train_151407,0,train
train_151408,0,train
train_151409,0,train
train_151410,0,train
train_151411,0,train
train_151412,0,train
train_151413,0,train
train_151414,0,train
train_151415,0,train
train_151416,0,train
train_151417,0,train
train_151418,0,train
train_151419,0,train
train_151420,0,train
train_151421,0,train
train_151422,0,train
train_151423,0,train
train_151424,0,train
train_151425,0,train
train_151426,0,train
train_151427,0,train
train_151428,0,train
train_151429,0,train
train_15143,0,train
train_151430,0,train
train_151431,0,train
train_151432,0,train
train_151433,0,train
train_151434,0,train
train_151435,0,train
train_151436,0,train
train_151437,0,train
train_151438,0,train
train_151439,0,train
train_151440,0,train
train_151441,0,train
train_151442,0,train
train_151443,0,train
train_151444,0,train
train_151445,0,train
train_151446,0,train
train_151447,0,train
train_151448,0,train
train_151449,0,train
train_15145,0,train
train_151450,0,train
train_151451,0,train
train_151452,0,train
train_151453,0,train
train_151454,0,train
train_151455,0,train
train_151456,0,train
train_151457,0,train
train_151458,0,train
train_151459,0,train
train_151460,0,train
train_151461,0,train
train_151462,0,train
train_151463,0,train
train_151464,0,train
train_151465,0,train
train_151466,0,train
train_151467,0,train
train_151468,0,train
train_151469,0,train
train_151470,0,train
train_151471,0,train
train_151472,0,train
train_151473,0,train
train_151474,0,train
train_151475,0,train
train_151476,0,train
train_151477,0,train
train_151478,0,train
train_151479,0,train
train_15148,0,train
train_151480,0,train
train_151481,0,train
train_151482,0,train
train_151483,0,train
train_151484,0,train
train_151485,0,train
train_151486,0,train
train_151487,0,train
train_151488,0,train
train_151489,0,train
train_151490,0,train
train_151491,0,train
train_151492,0,train
train_151493,0,train
train_151494,0,train
train_151495,0,train
train_151496,0,train
train_151497,0,train
train_151498,0,train
train_151499,0,train
train_1515,0,train
train_151500,0,train
train_151501,0,train
train_151502,0,train
train_151503,0,train
train_151504,0,train
train_151505,0,train
train_151506,0,train
train_151507,0,train
train_151508,0,train
train_151509,0,train
train_151510,0,train
train_151511,0,train
train_151512,0,train
train_151513,0,train
train_151514,0,train
train_151515,0,train
train_151516,0,train
train_151517,0,train
train_151518,0,train
train_151519,0,train
train_151520,0,train
train_151521,0,train
train_151522,0,train
train_151523,0,train
train_151524,0,train
train_151525,0,train
train_151526,0,train
train_151527,0,train
train_151528,0,train
train_151529,0,train
train_15153,0,train
train_151530,0,train
train_151531,0,train
train_151532,0,train
train_151533,0,train
train_151534,0,train
train_151535,0,train
train_151536,0,train
train_151537,0,train
train_151538,0,train
train_151539,0,train
train_151540,0,train
train_151541,0,train
train_151542,0,train
train_151543,0,train
train_151544,0,train
train_151545,0,train
train_151546,0,train
train_151547,0,train
train_151548,0,train
train_151549,0,train
train_151550,0,train
train_151551,0,train
train_151552,0,train
train_151553,0,train
train_151554,0,train
train_151555,0,train
train_151556,0,train
train_151557,0,train
train_151558,0,train
train_151559,0,train
train_151560,0,train
train_151561,0,train
train_151562,0,train
train_151563,0,train
train_151564,0,train
train_151566,0,train
train_151567,0,train
train_151568,0,train
train_151569,0,train
train_151570,0,train
train_151571,0,train
train_151572,0,train
train_151575,0,train
train_151579,0,train
train_151580,0,train
train_151581,0,train
train_151582,0,train
train_151583,0,train
train_151584,0,train
train_151587,0,train
train_151590,0,train
train_151593,0,train
train_151594,0,train
train_151595,0,train
train_151596,0,train
train_1516,0,train
train_151602,0,train
train_151604,0,train
train_151605,0,train
train_151609,0,train
train_151611,0,train
train_151613,0,train
train_151615,0,train
train_151616,0,train
train_151619,0,train
train_15162,0,train
train_151622,0,train
train_151624,0,train
train_151626,0,train
train_151628,0,train
train_151632,0,train
train_151638,0,train
train_15164,0,train
train_151642,0,train
train_151648,0,train
train_151649,0,train
train_151652,0,train
train_151653,0,train
train_151655,0,train
train_151669,0,train
train_151685,0,train
train_151692,0,train
train_151693,0,train
train_151695,0,train
train_151696,0,train
train_151698,0,train
train_151699,0,train
train_1517,0,train
train_151703,0,train
train_151705,0,train
train_151715,0,train
train_151736,0,train
train_151750,0,train
train_151754,0,train
train_151759,0,train
train_151762,0,train
train_151782,0,train
train_1518,0,train
train_151817,0,train
train_151826,0,train
train_151829,0,train
train_151842,0,train
train_151845,0,train
train_151847,0,train
train_151850,0,train
train_151855,0,train
train_151857,0,train
train_151859,0,train
train_151860,0,train
train_151866,0,train
train_151867,0,train
train_151868,0,train
train_151869,0,train
train_151872,0,train
train_151879,0,train
train_151880,0,train
train_151882,0,train
train_151884,0,train
train_151889,0,train
train_151891,0,train
train_151892,0,train
train_151896,0,train
train_151899,0,train
train_1519,0,train
train_151901,0,train
train_151902,0,train
train_151905,0,train
train_151907,0,train
train_151909,0,train
train_151911,0,train
train_151912,0,train
train_151914,0,train
train_151915,0,train
train_151916,0,train
train_151917,0,train
train_151918,0,train
train_151920,0,train
train_151921,0,train
train_151923,0,train
train_151924,0,train
train_151927,0,train
train_151928,0,train
train_151929,0,train
train_151930,0,train
train_151931,0,train
train_151932,0,train
train_151933,0,train
train_151934,0,train
train_151935,0,train
train_151936,0,train
train_151937,0,train
train_151938,0,train
train_151939,0,train
train_15194,0,train
train_151940,0,train
train_151941,0,train
train_151942,0,train
train_151943,0,train
train_151944,0,train
train_151945,0,train
train_151946,0,train
train_151947,0,train
train_151948,0,train
train_151949,0,train
train_151950,0,train
train_151951,0,train
train_151952,0,train
train_151953,0,train
train_151954,0,train
train_151955,0,train
train_151956,0,train
train_151957,0,train
train_151958,0,train
train_151959,0,train
train_151960,0,train
train_151961,0,train
train_151962,0,train
train_151963,0,train
train_151964,0,train
train_151965,0,train
train_151966,0,train
train_151967,0,train
train_151968,0,train
train_151969,0,train
train_151970,0,train
train_151971,0,train
train_151972,0,train
train_151973,0,train
train_151974,0,train
train_151975,0,train
train_151976,0,train
train_151977,0,train
train_151978,0,train
train_151979,0,train
train_151980,0,train
train_151981,0,train
train_151982,0,train
train_151983,0,train
train_151984,0,train
train_151985,0,train
train_151986,0,train
train_151987,0,train
train_151988,0,train
train_151989,0,train
train_151990,0,train
train_151991,0,train
train_151992,0,train
train_151993,0,train
train_151994,0,train
train_151995,0,train
train_151996,0,train
train_151997,0,train
train_151998,0,train
train_151999,0,train
train_152,0,train
train_1520,0,train
train_152000,0,train
train_152001,0,train
train_152002,0,train
train_152003,0,train
train_152004,0,train
train_152005,0,train
train_152006,0,train
train_152007,0,train
train_152008,0,train
train_152009,0,train
train_152010,0,train
train_152011,0,train
train_152012,0,train
train_152013,0,train
train_152014,0,train
train_152015,0,train
train_152016,0,train
train_152017,0,train
train_152018,0,train
train_152019,0,train
train_152020,0,train
train_152021,0,train
train_152022,0,train
train_152023,0,train
train_152024,0,train
train_152025,0,train
train_152026,0,train
train_152027,0,train
train_152028,0,train
train_152029,0,train
train_152030,0,train
train_152031,0,train
train_152032,0,train
train_152033,0,train
train_152034,0,train
train_152035,0,train
train_152036,0,train
train_152037,0,train
train_152038,0,train
train_152039,0,train
train_152040,0,train
train_152041,0,train
train_152042,0,train
train_152043,0,train
train_152044,0,train
train_152045,0,train
train_152046,0,train
train_152047,0,train
train_152048,0,train
train_152049,0,train
train_152050,0,train
train_152051,0,train
train_152052,0,train
train_152053,0,train
train_152054,0,train
train_152055,0,train
train_152056,0,train
train_152057,0,train
train_152058,0,train
train_152059,0,train
train_152060,0,train
train_152061,0,train
train_152062,0,train
train_152063,0,train
train_152064,0,train
train_152065,0,train
train_152066,0,train
train_152067,0,train
train_152068,0,train
train_152069,0,train
train_152070,0,train
train_152071,0,train
train_152072,0,train
train_152073,0,train
train_152074,0,train
train_152075,0,train
train_152076,0,train
train_152077,0,train
train_152078,0,train
train_152079,0,train
train_152080,0,train
train_152081,0,train
train_152082,0,train
train_152083,0,train
train_152084,0,train
train_152085,0,train
train_152086,0,train
train_152087,0,train
train_152088,0,train
train_152089,0,train
train_152091,0,train
train_152092,0,train
train_152093,0,train
train_152094,0,train
train_152095,0,train
train_152096,0,train
train_152097,0,train
train_152098,0,train
train_1521,0,train
train_152100,0,train
train_152101,0,train
train_152102,0,train
train_152103,0,train
train_152104,0,train
train_152106,0,train
train_152107,0,train
train_152108,0,train
train_152109,0,train
train_152110,0,train
train_152112,0,train
train_152114,0,train
train_152116,0,train
train_152120,0,train
train_152121,0,train
train_152122,0,train
train_152125,0,train
train_152126,0,train
train_152128,0,train
train_152129,0,train
train_152131,0,train
train_152132,0,train
train_152134,0,train
train_152135,0,train
train_152136,0,train
train_152137,0,train
train_152138,0,train
train_152141,0,train
train_152147,0,train
train_152149,0,train
train_152151,0,train
train_152152,0,train
train_152156,0,train
train_152161,0,train
train_152163,0,train
train_152165,0,train
train_152166,0,train
train_152173,0,train
train_152184,0,train
train_152188,0,train
train_152189,0,train
train_152193,0,train
train_152194,0,train
train_152195,0,train
train_152199,0,train
train_1522,0,train
train_152213,0,train
train_152219,0,train
train_152232,0,train
train_152238,0,train
train_152252,0,train
train_152260,0,train
train_1523,0,train
train_152300,0,train
train_152309,0,train
train_152325,0,train
train_152343,0,train
train_152359,0,train
train_1524,0,train
train_152413,0,train
train_152418,0,train
train_152420,0,train
train_152428,0,train
train_152430,0,train
train_152433,0,train
train_152434,0,train
train_152435,0,train
train_152436,0,train
train_152437,0,train
train_152440,0,train
train_152441,0,train
train_152443,0,train
train_152446,0,train
train_152447,0,train
train_152449,0,train
train_152451,0,train
train_152453,0,train
train_152455,0,train
train_152457,0,train
train_152459,0,train
train_152461,0,train
train_152462,0,train
train_152463,0,train
train_152464,0,train
train_152465,0,train
train_152466,0,train
train_152467,0,train
train_152468,0,train
train_152469,0,train
train_152470,0,train
train_152471,0,train
train_152472,0,train
train_152473,0,train
train_152474,0,train
train_152475,0,train
train_152476,0,train
train_152477,0,train
train_152478,0,train
train_152479,0,train
train_152480,0,train
train_152481,0,train
train_152482,0,train
train_152483,0,train
train_152484,0,train
train_152485,0,train
train_152486,0,train
train_152487,0,train
train_152488,0,train
train_152489,0,train
train_152490,0,train
train_152491,0,train
train_152492,0,train
train_152493,0,train
train_152494,0,train
train_152495,0,train
train_152496,0,train
train_152497,0,train
train_152498,0,train
train_152499,0,train
train_1525,0,train
train_152500,0,train
train_152501,0,train
train_152502,0,train
train_152503,0,train
train_152504,0,train
train_152505,0,train
train_152506,0,train
train_152507,0,train
train_152508,0,train
train_152509,0,train
train_152510,0,train
train_152511,0,train
train_152512,0,train
train_152513,0,train
train_152514,0,train
train_152515,0,train
train_152516,0,train
train_152517,0,train
train_152518,0,train
train_152519,0,train
train_152520,0,train
train_152521,0,train
train_152522,0,train
train_152523,0,train
train_152524,0,train
train_152525,0,train
train_152526,0,train
train_152527,0,train
train_152528,0,train
train_152529,0,train
train_152530,0,train
train_152531,0,train
train_152532,0,train
train_152533,0,train
train_152534,0,train
train_152535,0,train
train_152536,0,train
train_152537,0,train
train_152538,0,train
train_152539,0,train
train_152540,0,train
train_152541,0,train
train_152542,0,train
train_152543,0,train
train_152544,0,train
train_152545,0,train
train_152546,0,train
train_152547,0,train
train_152548,0,train
train_152549,0,train
train_152550,0,train
train_152551,0,train
train_152552,0,train
train_152553,0,train
train_152554,0,train
train_152555,0,train
train_152556,0,train
train_152557,0,train
train_152558,0,train
train_152559,0,train
train_152560,0,train
train_152561,0,train
train_152562,0,train
train_152563,0,train
train_152564,0,train
train_152565,0,train
train_152566,0,train
train_152567,0,train
train_152568,0,train
train_152569,0,train
train_152570,0,train
train_152571,0,train
train_152572,0,train
train_152573,0,train
train_152574,0,train
train_152575,0,train
train_152576,0,train
train_152577,0,train
train_152578,0,train
train_152579,0,train
train_152580,0,train
train_152581,0,train
train_152582,0,train
train_152583,0,train
train_152584,0,train
train_152585,0,train
train_152586,0,train
train_152587,0,train
train_152588,0,train
train_152589,0,train
train_152590,0,train
train_152591,0,train
train_152592,0,train
train_152593,0,train
train_152594,0,train
train_152595,0,train
train_152596,0,train
train_152597,0,train
train_152598,0,train
train_152599,0,train
train_1526,0,train
train_152600,0,train
train_152601,0,train
train_152602,0,train
train_152603,0,train
train_152604,0,train
train_152605,0,train
train_152606,0,train
train_152607,0,train
train_152608,0,train
train_152609,0,train
train_152610,0,train
train_152611,0,train
train_152612,0,train
train_152613,0,train
train_152614,0,train
train_152615,0,train
train_152616,0,train
train_152617,0,train
train_152618,0,train
train_152619,0,train
train_152620,0,train
train_152621,0,train
train_152622,0,train
train_152623,0,train
train_152624,0,train
train_152625,0,train
train_152626,0,train
train_152627,0,train
train_152628,0,train
train_152629,0,train
train_152630,0,train
train_152631,0,train
train_152632,0,train
train_152633,0,train
train_152634,0,train
train_152635,0,train
train_152636,0,train
train_152637,0,train
train_152638,0,train
train_152639,0,train
train_152640,0,train
train_152641,0,train
train_152642,0,train
train_152643,0,train
train_152644,0,train
train_152645,0,train
train_152646,0,train
train_152647,0,train
train_152648,0,train
train_152649,0,train
train_152650,0,train
train_152651,0,train
train_152652,0,train
train_152653,0,train
train_152654,0,train
train_152655,0,train
train_152656,0,train
train_152657,0,train
train_152658,0,train
train_152659,0,train
train_152660,0,train
train_152663,0,train
train_152664,0,train
train_152665,0,train
train_152666,0,train
train_152667,0,train
train_152668,0,train
train_152669,0,train
train_152670,0,train
train_152671,0,train
train_152672,0,train
train_152673,0,train
train_152674,0,train
train_152675,0,train
train_152676,0,train
train_152677,0,train
train_152678,0,train
train_152679,0,train
train_152680,0,train
train_152681,0,train
train_152683,0,train
train_152684,0,train
train_152685,0,train
train_152686,0,train
train_152688,0,train
train_152689,0,train
train_152690,0,train
train_152691,0,train
train_152692,0,train
train_152693,0,train
train_152694,0,train
train_152698,0,train
train_152699,0,train
train_1527,0,train
train_152700,0,train
train_152703,0,train
train_152704,0,train
train_152705,0,train
train_152706,0,train
train_152707,0,train
train_152708,0,train
train_152709,0,train
train_152713,0,train
train_152715,0,train
train_152716,0,train
train_152718,0,train
train_152719,0,train
train_152721,0,train
train_152725,0,train
train_152730,0,train
train_152732,0,train
train_152736,0,train
train_152737,0,train
train_152741,0,train
train_152743,0,train
train_152753,0,train
train_152760,0,train
train_152768,0,train
train_152771,0,train
train_152773,0,train
train_152775,0,train
train_152784,0,train
train_152793,0,train
train_152795,0,train
train_1528,0,train
train_152802,0,train
train_152805,0,train
train_152836,0,train
train_152845,0,train
train_152861,0,train
train_1529,0,train
train_152944,0,train
train_152952,0,train
train_15296,0,train
train_152961,0,train
train_152973,0,train
train_152976,0,train
train_152979,0,train
train_152981,0,train
train_152982,0,train
train_152985,0,train
train_152999,0,train
train_153,0,train
train_1530,0,train
train_153000,0,train
train_153001,0,train
train_153004,0,train
train_153011,0,train
train_153018,0,train
train_153019,0,train
train_153020,0,train
train_153021,0,train
train_153022,0,train
train_153025,0,train
train_153026,0,train
train_153030,0,train
train_153033,0,train
train_153035,0,train
train_153036,0,train
train_153037,0,train
train_153038,0,train
train_153040,0,train
train_153042,0,train
train_153044,0,train
train_153045,0,train
train_153046,0,train
train_153050,0,train
train_153051,0,train
train_153052,0,train
train_153053,0,train
train_153054,0,train
train_153055,0,train
train_153056,0,train
train_153058,0,train
train_153059,0,train
train_153060,0,train
train_153061,0,train
train_153062,0,train
train_153063,0,train
train_153064,0,train
train_153065,0,train
train_153066,0,train
train_153067,0,train
train_153068,0,train
train_153069,0,train
train_153070,0,train
train_153071,0,train
train_153072,0,train
train_153073,0,train
train_153074,0,train
train_153075,0,train
train_153076,0,train
train_153077,0,train
train_153078,0,train
train_153079,0,train
train_153080,0,train
train_153081,0,train
train_153082,0,train
train_153083,0,train
train_153084,0,train
train_153085,0,train
train_153086,0,train
train_153087,0,train
train_153088,0,train
train_153089,0,train
train_153090,0,train
train_153091,0,train
train_153092,0,train
train_153093,0,train
train_153094,0,train
train_153095,0,train
train_153096,0,train
train_153097,0,train
train_153098,0,train
train_153099,0,train
train_1531,0,train
train_153100,0,train
train_153101,0,train
train_153102,0,train
train_153103,0,train
train_153104,0,train
train_153105,0,train
train_153106,0,train
train_153107,0,train
train_153108,0,train
train_153109,0,train
train_153110,0,train
train_153111,0,train
train_153112,0,train
train_153113,0,train
train_153114,0,train
train_153115,0,train
train_153116,0,train
train_153117,0,train
train_153118,0,train
train_153119,0,train
train_15312,0,train
train_153120,0,train
train_153121,0,train
train_153122,0,train
train_153123,0,train
train_153124,0,train
train_153125,0,train
train_153126,0,train
train_153127,0,train
train_153128,0,train
train_153129,0,train
train_153130,0,train
train_153131,0,train
train_153132,0,train
train_153133,0,train
train_153134,0,train
train_153135,0,train
train_153136,0,train
train_153137,0,train
train_153138,0,train
train_153139,0,train
train_153140,0,train
train_153141,0,train
train_153142,0,train
train_153143,0,train
train_153144,0,train
train_153145,0,train
train_153146,0,train
train_153147,0,train
train_153148,0,train
train_153149,0,train
train_153150,0,train
train_153151,0,train
train_153152,0,train
train_153153,0,train
train_153154,0,train
train_153155,0,train
train_153156,0,train
train_153157,0,train
train_153158,0,train
train_153159,0,train
train_153160,0,train
train_153161,0,train
train_153162,0,train
train_153163,0,train
train_153164,0,train
train_153165,0,train
train_153166,0,train
train_153167,0,train
train_153168,0,train
train_153169,0,train
train_153170,0,train
train_153171,0,train
train_153172,0,train
train_153173,0,train
train_153174,0,train
train_153175,0,train
train_153176,0,train
train_153177,0,train
train_153178,0,train
train_153179,0,train
train_153180,0,train
train_153181,0,train
train_153182,0,train
train_153183,0,train
train_153184,0,train
train_153185,0,train
train_153186,0,train
train_153187,0,train
train_153188,0,train
train_153189,0,train
train_153190,0,train
train_153191,0,train
train_153192,0,train
train_153193,0,train
train_153194,0,train
train_153195,0,train
train_153196,0,train
train_153197,0,train
train_153198,0,train
train_153199,0,train
train_1532,0,train
train_153200,0,train
train_153201,0,train
train_153202,0,train
train_153203,0,train
train_153204,0,train
train_153205,0,train
train_153206,0,train
train_153207,0,train
train_153208,0,train
train_153209,0,train
train_153210,0,train
train_153211,0,train
train_153212,0,train
train_153213,0,train
train_153214,0,train
train_153215,0,train
train_153216,0,train
train_153217,0,train
train_153218,0,train
train_153219,0,train
train_153220,0,train
train_153221,0,train
train_153222,0,train
train_153223,0,train
train_153224,0,train
train_153225,0,train
train_153226,0,train
train_153227,0,train
train_153228,0,train
train_153229,0,train
train_153230,0,train
train_153231,0,train
train_153232,0,train
train_153233,0,train
train_153234,0,train
train_153235,0,train
train_153236,0,train
train_153237,0,train
train_153238,0,train
train_153239,0,train
train_153240,0,train
train_153241,0,train
train_153242,0,train
train_153243,0,train
train_153244,0,train
train_153245,0,train
train_153246,0,train
train_153247,0,train
train_153248,0,train
train_153249,0,train
train_153250,0,train
train_153251,0,train
train_153252,0,train
train_153253,0,train
train_153254,0,train
train_153255,0,train
train_153256,0,train
train_153257,0,train
train_153258,0,train
train_153259,0,train
train_153260,0,train
train_153261,0,train
train_153262,0,train
train_153263,0,train
train_153264,0,train
train_153265,0,train
train_153267,0,train
train_153268,0,train
train_153269,0,train
train_153270,0,train
train_153271,0,train
train_153272,0,train
train_153273,0,train
train_153274,0,train
train_153276,0,train
train_153281,0,train
train_153282,0,train
train_153283,0,train
train_153284,0,train
train_153286,0,train
train_153287,0,train
train_153288,0,train
train_153291,0,train
train_153292,0,train
train_153293,0,train
train_153294,0,train
train_153295,0,train
train_153296,0,train
train_153299,0,train
train_1533,0,train
train_153300,0,train
train_153301,0,train
train_153303,0,train
train_153304,0,train
train_153305,0,train
train_153307,0,train
train_153309,0,train
train_153312,0,train
train_153315,0,train
train_153316,0,train
train_153323,0,train
train_153324,0,train
train_153326,0,train
train_153331,0,train
train_153336,0,train
train_153341,0,train
train_153344,0,train
train_15335,0,train
train_153350,0,train
train_153354,0,train
train_153356,0,train
train_153360,0,train
train_153367,0,train
train_153375,0,train
train_153391,0,train
train_153396,0,train
train_1534,0,train
train_153413,0,train
train_15343,0,train
train_15346,0,train
train_15347,0,train
train_1535,0,train
train_153543,0,train
train_153568,0,train
train_153578,0,train
train_153584,0,train
train_153588,0,train
train_153595,0,train
train_1536,0,train
train_153600,0,train
train_153603,0,train
train_153604,0,train
train_153606,0,train
train_153607,0,train
train_153608,0,train
train_153611,0,train
train_153616,0,train
train_153617,0,train
train_153618,0,train
train_153621,0,train
train_153623,0,train
train_153624,0,train
train_153625,0,train
train_153626,0,train
train_153627,0,train
train_153628,0,train
train_153630,0,train
train_153632,0,train
train_153633,0,train
train_153634,0,train
train_153635,0,train
train_153636,0,train
train_153637,0,train
train_153640,0,train
train_153641,0,train
train_153643,0,train
train_153644,0,train
train_153645,0,train
train_153646,0,train
train_153647,0,train
train_153648,0,train
train_153649,0,train
train_153650,0,train
train_153651,0,train
train_153652,0,train
train_153653,0,train
train_153654,0,train
train_153655,0,train
train_153656,0,train
train_153657,0,train
train_153658,0,train
train_153659,0,train
train_15366,0,train
train_153660,0,train
train_153661,0,train
train_153662,0,train
train_153663,0,train
train_153664,0,train
train_153665,0,train
train_153666,0,train
train_153667,0,train
train_153668,0,train
train_153669,0,train
train_153670,0,train
train_153671,0,train
train_153672,0,train
train_153673,0,train
train_153674,0,train
train_153675,0,train
train_153676,0,train
train_153677,0,train
train_153678,0,train
train_153679,0,train
train_15368,0,train
train_153680,0,train
train_153681,0,train
train_153682,0,train
train_153683,0,train
train_153684,0,train
train_153685,0,train
train_153686,0,train
train_153687,0,train
train_153688,0,train
train_153689,0,train
train_153690,0,train
train_153691,0,train
train_153692,0,train
train_153693,0,train
train_153694,0,train
train_153695,0,train
train_153696,0,train
train_153697,0,train
train_153698,0,train
train_153699,0,train
train_1537,0,train
train_15370,0,train
train_153700,0,train
train_153701,0,train
train_153702,0,train
train_153703,0,train
train_153704,0,train
train_153705,0,train
train_153706,0,train
train_153707,0,train
train_153708,0,train
train_153709,0,train
train_153710,0,train
train_153711,0,train
train_153712,0,train
train_153713,0,train
train_153714,0,train
train_153715,0,train
train_153716,0,train
train_153717,0,train
train_153718,0,train
train_153719,0,train
train_15372,0,train
train_153720,0,train
train_153721,0,train
train_153722,0,train
train_153723,0,train
train_153724,0,train
train_153725,0,train
train_153726,0,train
train_153727,0,train
train_153728,0,train
train_153729,0,train
train_15373,0,train
train_153730,0,train
train_153731,0,train
train_153732,0,train
train_153733,0,train
train_153734,0,train
train_153735,0,train
train_153736,0,train
train_153737,0,train
train_153738,0,train
train_153739,0,train
train_153740,0,train
train_153741,0,train
train_153742,0,train
train_153743,0,train
train_153744,0,train
train_153745,0,train
train_153746,0,train
train_153747,0,train
train_153748,0,train
train_153749,0,train
